workgroup,product,servicetype,seriousness2,activity,resource,supportsection,servicelevel,responsiblesection,lifecycle:transition,timestamp,customer,case
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 4,Value 1,Value 3,Value 1,complete,2012-07-04 09:42:58+00:00,Value 123,Case 1708
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-08-11 07:10:31+00:00,Value 123,Case 1708
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2013-06-24 15:37:08+00:00,Value 44,Case 1709
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 9,Value 1,Value 2,Value 1,complete,2013-07-02 10:20:15+00:00,Value 44,Case 1709
Value 1,Value 1,Value 1,Value 1,Wait,Value 9,Value 1,Value 2,Value 1,complete,2013-07-03 07:44:13+00:00,Value 44,Case 1709
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2013-07-26 08:17:59+00:00,Value 44,Case 1709
Value 1,Value 1,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-08-10 08:18:09+00:00,Value 44,Case 1709
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 4,Value 1,Value 3,Value 1,complete,2011-11-28 09:10:22+00:00,Value 41,Case 1710
Value 1,Value 3,Value 1,Value 2,Take in charge ticket,Value 4,Value 1,Value 3,Value 1,complete,2011-11-28 09:11:14+00:00,Value 41,Case 1710
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 4,Value 1,Value 3,Value 1,complete,2011-11-28 09:39:36+00:00,Value 41,Case 1710
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-01-19 09:20:33+00:00,Value 41,Case 1710
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 1,Value 1,complete,2013-10-08 15:53:14+00:00,Value 27,Case 1711
Value 1,Value 1,Value 1,Value 2,Take in charge ticket,Value 9,Value 1,Value 1,Value 1,complete,2013-10-09 08:34:35+00:00,Value 27,Case 1711
Value 1,Value 1,Value 1,Value 2,Wait,Value 9,Value 1,Value 1,Value 1,complete,2013-10-10 15:05:44+00:00,Value 27,Case 1711
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 9,Value 1,Value 1,Value 1,complete,2013-10-24 07:50:14+00:00,Value 27,Case 1711
Value 1,Value 1,Value 1,Value 2,Closed,Value 3,Value 1,Value 1,Value 1,complete,2013-11-08 08:50:29+00:00,Value 27,Case 1711
Value 1,Value 3,Value 2,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-09-22 10:18:31+00:00,Value 8,Case 1712
Value 1,Value 3,Value 2,Value 1,Take in charge ticket,Value 6,Value 1,Value 2,Value 1,complete,2011-09-22 10:55:08+00:00,Value 8,Case 1712
Value 1,Value 3,Value 2,Value 1,Resolve ticket,Value 6,Value 1,Value 2,Value 1,complete,2011-09-23 07:02:25+00:00,Value 8,Case 1712
Value 1,Value 3,Value 2,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-11-09 11:20:49+00:00,Value 8,Case 1712
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2010-04-26 09:34:35+00:00,Value 8,Case 1713
Value 2,Value 3,Value 2,Value 2,Take in charge ticket,Value 16,Value 1,Value 2,Value 1,complete,2010-05-04 11:30:57+00:00,Value 8,Case 1713
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 16,Value 1,Value 2,Value 1,complete,2010-05-04 13:12:24+00:00,Value 8,Case 1713
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2010-06-09 09:40:27+00:00,Value 8,Case 1713
Value 1,Value 3,Value 1,Value 1,Insert ticket,Value 15,Value 1,Value 3,Value 1,complete,2010-04-23 10:20:28+00:00,Value 111,Case 1714
Value 1,Value 3,Value 1,Value 1,Assign seriousness,Value 15,Value 1,Value 3,Value 1,complete,2010-04-23 10:21:12+00:00,Value 111,Case 1714
Value 1,Value 3,Value 1,Value 1,Take in charge ticket,Value 15,Value 1,Value 3,Value 1,complete,2010-04-27 10:32:20+00:00,Value 111,Case 1714
Value 1,Value 3,Value 1,Value 1,Resolve ticket,Value 15,Value 1,Value 3,Value 1,complete,2010-04-28 09:24:46+00:00,Value 111,Case 1714
Value 1,Value 3,Value 1,Value 1,Take in charge ticket,Value 15,Value 1,Value 3,Value 1,complete,2010-04-29 13:07:31+00:00,Value 111,Case 1714
Value 1,Value 3,Value 1,Value 1,Wait,Value 15,Value 1,Value 3,Value 1,complete,2010-04-30 08:51:12+00:00,Value 111,Case 1714
Value 1,Value 3,Value 1,Value 1,Take in charge ticket,Value 15,Value 1,Value 3,Value 1,complete,2010-05-14 15:18:25+00:00,Value 111,Case 1714
Value 1,Value 3,Value 1,Value 1,Resolve ticket,Value 15,Value 1,Value 3,Value 1,complete,2010-05-14 15:26:54+00:00,Value 111,Case 1714
Value 1,Value 3,Value 1,Value 1,Closed,Value 5,Value 1,Value 3,Value 1,complete,2010-05-29 15:27:11+00:00,Value 111,Case 1714
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 3,Value 1,complete,2011-12-23 09:48:40+00:00,Value 5,Case 1716
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 1,Value 1,Value 3,Value 1,complete,2011-12-23 09:48:57+00:00,Value 5,Case 1716
Value 1,Value 1,Value 1,Value 1,Wait,Value 1,Value 1,Value 3,Value 1,complete,2011-12-23 15:53:58+00:00,Value 5,Case 1716
Value 1,Value 1,Value 1,Value 1,Wait,Value 2,Value 1,Value 3,Value 1,complete,2012-01-11 08:45:27+00:00,Value 5,Case 1716
Value 1,Value 1,Value 1,Value 1,Wait,Value 2,Value 1,Value 3,Value 1,complete,2012-01-11 08:45:27+00:00,Value 5,Case 1716
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 3,Value 1,complete,2012-01-27 09:48:44+00:00,Value 5,Case 1716
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-02-11 09:48:53+00:00,Value 5,Case 1716
Value 1,Value 1,Value 1,Value 4,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2013-03-08 16:43:33+00:00,Value 59,Case 1718
Value 1,Value 1,Value 1,Value 4,Take in charge ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-03-13 09:20:08+00:00,Value 59,Case 1718
Value 1,Value 1,Value 1,Value 4,Wait,Value 4,Value 1,Value 2,Value 1,complete,2013-03-13 11:17:00+00:00,Value 59,Case 1718
Value 1,Value 1,Value 1,Value 4,Resolve ticket,Value 4,Value 1,Value 2,Value 1,complete,2013-03-29 14:16:43+00:00,Value 59,Case 1718
Value 1,Value 1,Value 1,Value 4,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-04-13 13:16:57+00:00,Value 59,Case 1718
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-01-30 08:04:44+00:00,Value 52,Case 1719
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-01-30 08:05:01+00:00,Value 52,Case 1719
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 13,Value 1,Value 2,Value 1,complete,2012-02-01 16:19:39+00:00,Value 52,Case 1719
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 13,Value 1,Value 2,Value 1,complete,2012-02-01 16:19:40+00:00,Value 52,Case 1719
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-03-16 08:10:53+00:00,Value 52,Case 1719
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 9,Value 1,Value 2,Value 1,complete,2010-09-16 16:02:20+00:00,Value 65,Case 172
Value 1,Value 3,Value 1,Value 2,Take in charge ticket,Value 14,Value 1,Value 2,Value 1,complete,2010-09-21 14:03:12+00:00,Value 65,Case 172
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 14,Value 1,Value 2,Value 1,complete,2010-09-27 10:08:54+00:00,Value 65,Case 172
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2010-11-14 17:00:47+00:00,Value 65,Case 172
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 14,Value 1,Value 2,Value 1,complete,2010-07-07 14:19:17+00:00,Value 311,Case 1720
Value 1,Value 3,Value 1,Value 2,Take in charge ticket,Value 19,Value 1,Value 2,Value 1,complete,2010-07-21 07:49:03+00:00,Value 311,Case 1720
Value 1,Value 3,Value 1,Value 2,Wait,Value 19,Value 1,Value 2,Value 1,complete,2010-07-21 07:50:35+00:00,Value 311,Case 1720
Value 1,Value 3,Value 1,Value 2,Take in charge ticket,Value 19,Value 1,Value 2,Value 1,complete,2010-07-27 07:16:30+00:00,Value 311,Case 1720
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 19,Value 1,Value 2,Value 1,complete,2010-07-27 07:16:38+00:00,Value 311,Case 1720
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2010-08-11 07:16:51+00:00,Value 311,Case 1720
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2011-02-10 14:08:55+00:00,Value 309,Case 1721
Value 1,Value 3,Value 1,Value 2,Take in charge ticket,Value 2,Value 1,Value 2,Value 1,complete,2011-02-10 14:09:04+00:00,Value 309,Case 1721
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2011-02-10 14:11:33+00:00,Value 309,Case 1721
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-04-03 07:11:00+00:00,Value 309,Case 1721
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-07-24 15:33:46+00:00,Value 1,Case 1722
Value 1,Value 1,Value 1,Value 2,Take in charge ticket,Value 4,Value 1,Value 2,Value 1,complete,2012-07-26 15:24:15+00:00,Value 1,Case 1722
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 4,Value 1,Value 2,Value 1,complete,2012-07-31 09:01:52+00:00,Value 1,Case 1722
Value 1,Value 1,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-09-06 15:40:28+00:00,Value 1,Case 1722
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 18,Value 1,Value 2,Value 1,complete,2013-10-30 16:20:25+00:00,Value 3,Case 1723
Value 1,Value 2,Value 1,Value 1,Take in charge ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-10-31 15:02:00+00:00,Value 3,Case 1723
Value 1,Value 2,Value 1,Value 1,Wait,Value 14,Value 1,Value 2,Value 1,complete,2013-11-04 13:35:24+00:00,Value 3,Case 1723
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 14,Value 1,Value 2,Value 1,complete,2013-11-18 11:00:54+00:00,Value 3,Case 1723
Value 1,Value 2,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-12-03 11:01:06+00:00,Value 3,Case 1723
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 13,Value 1,Value 2,Value 1,complete,2011-02-21 15:08:16+00:00,Value 8,Case 1724
Value 2,Value 3,Value 2,Value 2,Wait,Value 16,Value 1,Value 2,Value 1,complete,2011-02-28 11:41:09+00:00,Value 8,Case 1724
Value 2,Value 3,Value 2,Value 2,Take in charge ticket,Value 2,Value 1,Value 2,Value 1,complete,2011-03-18 14:47:03+00:00,Value 8,Case 1724
Value 2,Value 3,Value 2,Value 2,Wait,Value 2,Value 1,Value 2,Value 1,complete,2011-03-18 14:47:11+00:00,Value 8,Case 1724
Value 2,Value 3,Value 2,Value 2,Take in charge ticket,Value 16,Value 1,Value 2,Value 1,complete,2011-03-23 11:12:52+00:00,Value 8,Case 1724
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 16,Value 1,Value 2,Value 1,complete,2011-03-23 11:13:06+00:00,Value 8,Case 1724
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-04-22 10:13:24+00:00,Value 8,Case 1724
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-11-18 09:05:05+00:00,Value 14,Case 1726
Value 1,Value 2,Value 1,Value 1,Take in charge ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-11-22 11:48:29+00:00,Value 14,Case 1726
Value 1,Value 2,Value 1,Value 1,Wait,Value 9,Value 1,Value 2,Value 1,complete,2011-11-22 14:41:52+00:00,Value 14,Case 1726
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-11-23 09:43:53+00:00,Value 14,Case 1726
Value 1,Value 2,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-01-05 14:10:41+00:00,Value 14,Case 1726
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 8,Value 1,Value 2,Value 1,complete,2011-03-07 11:01:23+00:00,Value 49,Case 1727
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 8,Value 1,Value 2,Value 1,complete,2011-03-07 11:01:58+00:00,Value 49,Case 1727
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-03-09 09:17:20+00:00,Value 49,Case 1727
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-04-22 10:10:54+00:00,Value 49,Case 1727
Value 1,Value 3,Value 1,Value 1,Insert ticket,Value 7,Value 1,Value 2,Value 1,complete,2010-09-02 09:32:24+00:00,Value 268,Case 1728
Value 1,Value 3,Value 1,Value 1,Assign seriousness,Value 7,Value 1,Value 2,Value 1,complete,2010-09-02 14:42:45+00:00,Value 268,Case 1728
Value 1,Value 3,Value 1,Value 1,Take in charge ticket,Value 7,Value 1,Value 2,Value 1,complete,2010-09-03 08:47:27+00:00,Value 268,Case 1728
Value 1,Value 3,Value 1,Value 1,Resolve ticket,Value 7,Value 1,Value 2,Value 1,complete,2010-09-03 08:47:36+00:00,Value 268,Case 1728
Value 1,Value 3,Value 1,Value 1,Take in charge ticket,Value 2,Value 1,Value 2,Value 1,complete,2010-09-08 12:53:51+00:00,Value 268,Case 1728
Value 1,Value 3,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2010-09-08 14:12:40+00:00,Value 268,Case 1728
Value 1,Value 3,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2010-10-05 09:40:32+00:00,Value 268,Case 1728
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 9,Value 1,Value 2,Value 1,complete,2011-07-11 07:20:27+00:00,Value 96,Case 1729
Value 2,Value 3,Value 2,Value 2,Take in charge ticket,Value 6,Value 1,Value 2,Value 1,complete,2011-07-15 09:46:32+00:00,Value 96,Case 1729
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 6,Value 1,Value 2,Value 1,complete,2011-07-15 10:20:24+00:00,Value 96,Case 1729
Value 2,Value 3,Value 2,Value 2,Take in charge ticket,Value 6,Value 1,Value 2,Value 1,complete,2011-08-02 07:34:25+00:00,Value 96,Case 1729
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 6,Value 1,Value 2,Value 1,complete,2011-08-05 07:17:52+00:00,Value 96,Case 1729
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-08-20 07:18:33+00:00,Value 96,Case 1729
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 1,Value 1,complete,2013-04-09 07:50:43+00:00,Value 27,Case 1730
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 2,Value 1,Value 1,Value 1,complete,2013-04-12 07:09:31+00:00,Value 27,Case 1730
Value 1,Value 1,Value 1,Value 1,Wait,Value 9,Value 1,Value 1,Value 1,complete,2013-04-12 07:35:40+00:00,Value 27,Case 1730
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 1,Value 1,complete,2013-04-30 10:37:54+00:00,Value 27,Case 1730
Value 1,Value 1,Value 1,Value 1,Closed,Value 3,Value 1,Value 1,Value 1,complete,2013-05-15 10:38:06+00:00,Value 27,Case 1730
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-10-26 09:36:37+00:00,Value 169,Case 1731
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-10-26 09:36:49+00:00,Value 169,Case 1731
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 13,Value 1,Value 2,Value 1,complete,2011-10-26 10:16:02+00:00,Value 169,Case 1731
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-12-11 10:40:28+00:00,Value 169,Case 1731
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-03-29 15:31:13+00:00,Value 59,Case 1732
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-03-29 15:31:30+00:00,Value 59,Case 1732
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-03-29 15:59:29+00:00,Value 59,Case 1732
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-05-01 15:41:37+00:00,Value 59,Case 1732
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 2,Value 1,Value 3,Value 1,complete,2010-10-20 15:17:43+00:00,Value 312,Case 1733
Value 1,Value 3,Value 1,Value 2,Take in charge ticket,Value 2,Value 1,Value 3,Value 1,complete,2010-11-05 09:26:11+00:00,Value 312,Case 1733
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 3,Value 1,complete,2010-11-05 10:24:31+00:00,Value 312,Case 1733
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 3,Value 1,complete,2010-11-20 10:24:55+00:00,Value 312,Case 1733
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 8,Value 1,Value 3,Value 1,complete,2011-01-31 14:05:05+00:00,Value 162,Case 1734
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 2,Value 1,Value 3,Value 1,complete,2011-02-09 11:29:12+00:00,Value 162,Case 1734
Value 1,Value 1,Value 1,Value 1,Wait,Value 2,Value 1,Value 3,Value 1,complete,2011-02-09 14:02:17+00:00,Value 162,Case 1734
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 2,Value 1,Value 3,Value 1,complete,2011-02-10 14:07:09+00:00,Value 162,Case 1734
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 3,Value 1,complete,2011-02-10 14:07:15+00:00,Value 162,Case 1734
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 3,Value 1,complete,2011-03-12 14:07:38+00:00,Value 162,Case 1734
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 8,Value 1,Value 2,Value 1,complete,2011-02-09 08:20:39+00:00,Value 8,Case 1736
Value 2,Value 3,Value 2,Value 2,Take in charge ticket,Value 16,Value 1,Value 2,Value 1,complete,2011-02-18 17:44:56+00:00,Value 8,Case 1736
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 16,Value 1,Value 2,Value 1,complete,2011-02-18 17:47:27+00:00,Value 8,Case 1736
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-04-09 07:30:54+00:00,Value 8,Case 1736
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-06-28 08:42:09+00:00,Value 200,Case 1737
Value 1,Value 2,Value 1,Value 1,Take in charge ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-07-03 10:38:06+00:00,Value 200,Case 1737
Value 1,Value 2,Value 1,Value 1,Wait,Value 1,Value 1,Value 2,Value 1,complete,2012-07-06 14:00:49+00:00,Value 200,Case 1737
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-07-13 13:46:09+00:00,Value 200,Case 1737
Value 1,Value 2,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-08-07 08:30:11+00:00,Value 200,Case 1737
Value 1,Value 2,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-06-28 09:30:10+00:00,Value 314,Case 1739
Value 1,Value 2,Value 1,Value 2,Take in charge ticket,Value 4,Value 1,Value 2,Value 1,complete,2012-06-28 10:56:14+00:00,Value 314,Case 1739
Value 1,Value 2,Value 1,Value 2,Resolve ticket,Value 4,Value 1,Value 2,Value 1,complete,2012-07-06 10:20:52+00:00,Value 314,Case 1739
Value 1,Value 2,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-08-11 09:40:20+00:00,Value 314,Case 1739
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 4,Value 1,Value 2,Value 1,complete,2011-10-24 10:22:28+00:00,Value 97,Case 174
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 4,Value 1,Value 2,Value 1,complete,2011-11-03 15:48:18+00:00,Value 97,Case 174
Value 1,Value 1,Value 1,Value 1,Wait,Value 4,Value 1,Value 2,Value 1,complete,2011-11-04 16:24:35+00:00,Value 97,Case 174
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 4,Value 1,Value 2,Value 1,complete,2011-11-09 14:20:52+00:00,Value 97,Case 174
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-12-14 09:40:33+00:00,Value 97,Case 174
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 2,Value 1,Value 3,Value 1,complete,2012-06-13 12:18:23+00:00,Value 5,Case 1741
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 9,Value 1,Value 3,Value 1,complete,2012-06-14 12:10:24+00:00,Value 5,Case 1741
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 3,Value 1,complete,2012-06-14 13:41:39+00:00,Value 5,Case 1741
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-07-21 12:22:55+00:00,Value 5,Case 1741
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-04-13 15:35:53+00:00,Value 61,Case 1742
Value 2,Value 3,Value 2,Value 2,Take in charge ticket,Value 6,Value 1,Value 2,Value 1,complete,2012-04-16 07:05:57+00:00,Value 61,Case 1742
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 12,Value 1,Value 2,Value 1,complete,2012-04-19 09:47:16+00:00,Value 61,Case 1742
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-06-11 15:40:49+00:00,Value 61,Case 1742
Value 2,Value 3,Value 2,Value 1,Assign seriousness,Value 8,Value 1,Value 2,Value 1,complete,2011-03-02 09:04:01+00:00,Value 92,Case 1744
Value 2,Value 3,Value 2,Value 1,Take in charge ticket,Value 12,Value 1,Value 2,Value 1,complete,2011-03-02 09:13:57+00:00,Value 92,Case 1744
Value 2,Value 3,Value 2,Value 1,Resolve ticket,Value 12,Value 1,Value 2,Value 1,complete,2011-03-02 13:24:27+00:00,Value 92,Case 1744
Value 2,Value 3,Value 2,Value 1,Take in charge ticket,Value 12,Value 1,Value 2,Value 1,complete,2011-03-09 08:25:14+00:00,Value 92,Case 1744
Value 2,Value 3,Value 2,Value 1,Resolve ticket,Value 12,Value 1,Value 2,Value 1,complete,2011-03-10 14:11:02+00:00,Value 92,Case 1744
Value 2,Value 3,Value 2,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-04-17 08:10:38+00:00,Value 92,Case 1744
Value 2,Value 1,Value 2,Value 2,Assign seriousness,Value 14,Value 1,Value 2,Value 1,complete,2013-09-30 09:18:24+00:00,Value 92,Case 1746
Value 2,Value 1,Value 2,Value 2,Take in charge ticket,Value 12,Value 1,Value 2,Value 1,complete,2013-10-09 09:00:53+00:00,Value 92,Case 1746
Value 2,Value 1,Value 2,Value 2,Wait,Value 12,Value 1,Value 2,Value 1,complete,2013-10-09 09:03:35+00:00,Value 92,Case 1746
Value 2,Value 1,Value 2,Value 2,Resolve ticket,Value 16,Value 1,Value 2,Value 1,complete,2013-10-21 09:05:00+00:00,Value 92,Case 1746
Value 2,Value 1,Value 2,Value 2,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-11-05 10:05:13+00:00,Value 92,Case 1746
Value 1,Value 15,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-11-08 11:02:56+00:00,Value 22,Case 1747
Value 1,Value 15,Value 1,Value 1,Take in charge ticket,Value 2,Value 1,Value 2,Value 1,complete,2011-11-08 13:53:16+00:00,Value 22,Case 1747
Value 1,Value 15,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2011-11-08 16:32:12+00:00,Value 22,Case 1747
Value 1,Value 15,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-12-09 11:10:17+00:00,Value 22,Case 1747
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 9,Value 1,Value 2,Value 1,complete,2011-07-20 15:47:58+00:00,Value 63,Case 1748
Value 1,Value 3,Value 1,Value 2,Take in charge ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-07-20 15:48:18+00:00,Value 63,Case 1748
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-07-26 12:08:25+00:00,Value 63,Case 1748
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-09-02 15:50:25+00:00,Value 63,Case 1748
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 7,Value 1,Value 2,Value 1,complete,2010-09-20 12:53:44+00:00,Value 180,Case 1749
Value 1,Value 3,Value 1,Value 2,Take in charge ticket,Value 9,Value 1,Value 2,Value 1,complete,2010-09-20 13:05:18+00:00,Value 180,Case 1749
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2010-09-20 13:05:54+00:00,Value 180,Case 1749
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2010-11-03 14:00:40+00:00,Value 180,Case 1749
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 2,Value 1,Value 3,Value 1,complete,2010-10-05 07:46:59+00:00,Value 13,Case 175
Value 1,Value 3,Value 1,Value 2,Take in charge ticket,Value 2,Value 1,Value 3,Value 1,complete,2010-10-05 07:59:41+00:00,Value 13,Case 175
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 3,Value 1,complete,2010-10-05 08:00:18+00:00,Value 13,Case 175
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 3,Value 1,complete,2010-11-19 09:00:53+00:00,Value 13,Case 175
