trace_id;activity_ids
Application_1914483239;4,7,7,8,9,10,11,12,7,13,13,14,10,11,13,13,13,13,13,10,11,12,13,15,15,16,17,15,18,18,19,18,18,18,18,15,15,16,15,15,15,15,18,18,19,18,18,18,18,18,18,18,18,18,18,15,15,16,15,15,15,15,18,18,19,18,18,18,20,21,18,24,24
Application_178100585;4,7,7,8,9,10,11,12,7,13,13,14,13,25,24,13
Application_946802204;4,5,6,6,7,8,9,7,7,7,7,7,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,20,21,15
Application_1118794258;4,8,7,7,9,7,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,20,21,15
Application_690024942;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,20,21,18
Application_1879232225;4,5,6,6,6,7,7,8,7,9,10,11,10,11,7,7,7,7,7,7,12,12,7,13,13,14,13,25,24,24,13
Application_2042834818;4,7,7,8,9,10,11,12,7,13,13,14,10,11,12,13,13,13,25,24,24,13
Application_2020581879;4,5,6,6,6,7,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,18,25,24,18
Application_1343349327;4,5,6,6,6,6,6,7,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_481277636;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_910003252;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,10,11,12,25,24,24,13
Application_1099663893;4,5,6,6,7,8,7,9,10,11,10,11,12,12,7,13,13,14,13,13,13,25,24,24,13
Application_253227112;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,15,18,18,19,18,18,18,18,18,20,21,18
Application_158230798;4,5,6,6,6,7,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,10,11,12,18,18,15,15,16,17,15,15,18,18,19,18,18,18,20,21,18,24
Application_1665515241;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,18,18,19,18,18,18,18,18,18,15,15,16,15,15,15,15,18,18,19,18,18,18,15,15,16,15,15,15,15,15,15,15,15,15,18,18,19,18,18,10,11,26,18,18,15,15,16,17,15,20,21,15,24
Application_1341133743;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_1154947942;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,15,18,18,19,17,18,18,18,18,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,18,15,15,16,15,20,21,15
Application_1874674743;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,18,20,21,18
Application_129565630;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,10,11,12,13,13,13,13,15,15,16,17,15,15,15,15,18,18,19,18,18,18,20,21,18,24
Application_1104784494;4,7,7,8,9,10,11,10,11,12,12,7,13,13,14,13,13,13,25,24,24,13
Application_255370233;4,8,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,18,18,19,18,10,11,12,18,18,18,15,15,16,17,15,20,21,15,24
Application_1263939811;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,15,15,16,17,15,15,15,18,18,19,18,18,18,18,18,20,21,18
Application_245123210;4,5,6,6,7,8,7,7,7,7,9,10,11,10,11,12,12,7,13,13,14,13,10,11,10,11,12,12,24,24,13,13,10,11,12,13,15,15,16,17,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,20,21,18,24,24
Application_89083515;4,5,6,6,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,20,21,15
Application_684289625;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_972388617;4,5,6,6,6,7,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,18,25,24,18
Application_227670423;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,15,15,15,18,18,19,18,18,18,18,18,20,21,18
Application_1623687781;4,5,6,6,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_1096081779;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,18,18,19,18,18,18,24,10,11,26,18,18,18,18,18,18,18,18,18,18,18,15,15,16,17,15,15,15,15,15,18,18,19,18,18,18,20,21,18
Application_1801822059;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,22,23,15
Application_1444191625;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,22,23,15
Application_811825935;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,20,21,18
Application_440695787;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,18,15,15,16,15,15,15,15,15,20,21,15
Application_793873060;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,15,15,16,15,20,21,15
Application_1173289988;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_1738270116;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_346829278;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,10,11,12,13,13,13,15,15,16,17,15,18,18,19,18,25,24,24,18
Application_1618215402;4,5,6,6,7,8,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,10,11,12,24,13,15,15,16,17,15,15,15,18,18,19,18,18,18,18,15,15,16,15,15,15,15,18,18,19,18,18,18,18,18,20,21,18
Application_1706151514;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_1084951999;4,5,6,6,6,7,7,8,7,9,10,11,12,7,13,13,14,13,10,11,12,13,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,15,15,16,15,15,15,15,15,15,15,15,18,18,19,18,20,21,18,24
Application_1108410496;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,20,21,15
Application_1331678337;4,5,6,6,6,7,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,15,22,23,15
Application_409154003;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,15,18,18,19,18,18,18,20,21,18
Application_1400741815;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,15,15,16,15,15,15,15,15,15,18,18,19,18,18,18,18,10,11,26,18,17,18,15,15,16,15,15,15,18,18,19,18,18,18,18,15,15,16,15,18,18,19,18,18,18,18,15,15,16,15,15,15,18,18,19,18,18,10,11,12,18,18,18,18,18,18,18,18,25,24,24,24,18
Application_1780196758;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_99697167;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_697324457;4,5,6,6,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,15,15,16,15,20,21,15
Application_1669392427;4,5,6,6,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,10,11,10,11,24,10,11,12,12,13,15,15,16,17,15,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,20,21,18,24,24
Application_974380976;4,5,6,6,7,8,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,15,15,16,15,15,15,20,21,15
Application_1020696982;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,18,18,19,18,18,15,15,16,15,15,15,18,18,19,18,18,18,18,15,15,16,15,15,15,15,15,18,18,19,18,18,18,20,21,18
Application_190734181;4,5,6,6,7,8,7,9,10,11,10,11,12,12,7,13,13,14,13,13,13,13,13,13,25,24,24,13
Application_1686395823;4,5,6,6,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,15,15,16,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,18,15,15,16,15,15,15,18,18,19,18,18,15,15,16,15,20,21,15
Application_2048381730;4,5,6,6,7,8,7,9,7,7,7,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,15,15,16,15,15,15,15,15,15,15,22,23,15
Application_2015423706;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_1339681597;4,5,6,6,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,20,21,15
Application_367455904;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,15,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,20,21,18
Application_1662440609;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_1447384497;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,10,11,12,13,13,25,24,24,13
Application_798496213;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,15,15,16,15,20,21,15
Application_120400056;4,8,7,7,9,10,11,12,7,13,13,14,13,13,15,15,16,17,15,18,18,19,18,18,18,18,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,15,15,16,20,21,15
Application_579275809;4,7,7,8,9,10,11,10,11,12,12,7,13,13,14,13,13,13,25,24,24,13
Application_1375435938;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_789334077;4,7,7,8,9,10,11,10,11,12,12,7,13,13,14,13,13,13,13,15,15,16,15,18,18,19,18,17,18,15,15,16,15,18,18,19,18,18,18,22,23,23,18
Application_680448181;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_642553020;4,7,7,8,9,10,11,12,7,13,13,14,13,13,15,15,16,17,15,15,15,15,15,15,18,18,19,18,18,18,20,21,18
Application_2113040289;4,5,6,6,7,8,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,18,18,19,18,18,18,15,15,16,15,15,15,15,15,18,18,19,18,20,21,18
Application_1754878754;4,5,6,6,7,7,8,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_520506247;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,15,15,16,15,15,15,15,18,18,19,18,18,18,20,21,18
Application_972486124;4,8,7,7,9,7,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,15,15,16,15,15,15,15,15,15,22,23,15
Application_1465025013;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,15,18,18,19,18,18,18,18,18,18,18,18,18,18,18,18,15,15,16,17,15,15,15,15,18,18,19,18,18,18,10,11,26,18,15,15,16,15,20,21,15,24
Application_462882090;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,22,23,15
Application_821026605;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,18,20,21,18
Application_391099640;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,27,27,27,27,27,27,22,23,27
Application_36831628;4,5,6,6,7,8,9,10,11,10,11,24,12,7,13,13,14,13,13,13,25,24,13
Application_455616073;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,18,18,19,18,18,18,15,15,16,15,20,21,15
Application_997240244;4,5,6,6,7,8,9,7,7,10,11,10,11,12,12,7,13,13,14,13,13,13,25,24,24,13
Application_294586112;4,5,6,6,7,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,22,23,15
Application_1578090032;4,7,7,8,9,10,11,12,7,13,13,14,10,11,12,13,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,18,18,20,21,18,24
Application_1464780823;4,7,7,8,9,10,11,10,11,12,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,20,21,18,24
Application_1148505526;4,5,6,6,6,7,7,8,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,13,13,25,24,13
Application_1108553853;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,20,21,15
Application_81196974;4,5,6,6,7,8,7,7,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,15,18,18,19,17,18,18,18,18,18,18,15,15,16,15,15,15,15,15,15,15,15,18,18,19,18,18,10,11,12,18,18,18,18,18,18,15,15,16,15,18,18,19,18,18,18,18,15,15,16,15,18,18,19,18,18,18,18,15,15,16,15,15,15,15,15,15,20,21,15,24
Application_1296197799;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,15,18,18,19,17,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,18,18,20,21,18
Application_644340095;4,5,6,6,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,20,21,18
Application_1474055956;4,8,7,7,9,10,11,10,11,12,12,7,13,13,14,13,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,15,15,16,15,15,15,15,15,15,15,15,15,15,15,20,21,15,24
Application_2122792904;4,5,6,6,7,8,7,7,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_95477936;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,22,23,15
Application_1472969785;4,5,6,6,7,8,7,9,10,11,10,11,12,12,7,13,13,14,13,10,11,12,13,13,25,24,24,24,13
Application_685130299;4,5,6,6,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,18,18,19,18,18,18,20,21,18
Application_1307722721;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,18,18,18,18,15,15,16,15,15,15,15,15,15,15,18,18,19,18,18,10,11,26,25,24,24,18
Application_1959777138;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,18,20,21,18
Application_1971989358;4,5,6,6,7,8,7,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,18,18,20,21,18
Application_1689701428;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,20,21,18
Application_855239950;4,5,6,6,7,8,7,7,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,10,11,12,17,18,15,15,16,15,15,18,18,19,18,18,18,20,21,18,24
Application_1230130783;4,5,6,6,6,7,8,9,7,7,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_642608905;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,15,18,18,19,17,18,18,18,18,18,18,15,15,16,15,20,21,15
Application_251670774;4,5,6,6,6,7,7,8,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,15,15,16,15,15,15,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,18,18,20,21,18
Application_213211686;4,5,6,6,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,20,21,15
Application_1859387169;4,5,6,6,6,7,7,8,7,7,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,22,23,15
Application_1523406683;4,5,6,6,7,8,7,9,10,11,10,11,12,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,15,15,16,15,15,15,15,18,18,19,18,18,18,18,18,18,10,11,26,18,17,18,15,15,16,15,20,21,15,24,24
Application_159263293;4,5,6,6,6,7,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_538311021;4,8,7,7,7,7,7,9,10,11,10,11,12,12,7,13,13,14,13,13,15,15,16,17,15,15,20,21,15,24
Application_604648984;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,10,11,12,18,18,15,15,16,15,20,21,15,24
Application_182597722;4,5,6,6,7,8,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,15,15,16,15,15,15,15,15,18,18,19,18,20,21,18
Application_2042847086;4,5,6,6,7,8,7,7,7,7,9,10,11,12,7,13,13,14,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,25,24,18
Application_538869641;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_539120928;4,8,7,7,9,10,11,12,7,13,13,14,13,13,15,15,16,17,15,18,18,19,18,18,18,18,15,15,16,15,20,21,15
Application_349515920;4,5,6,6,7,8,7,7,7,7,7,7,7,7,9,10,11,10,11,12,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,15,18,18,19,18,18,18,18,18,18,15,15,16,15,15,15,15,20,21,15,24
Application_1811471028;4,5,6,6,6,7,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,22,23,15
Application_1503054725;4,7,7,8,9,10,11,12,7,13,13,14,10,11,12,13,13,15,15,16,17,15,20,21,15,24
Application_963564266;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,18,20,21,18
Application_1288084480;4,7,7,8,9,10,11,12,7,13,13,14,13,13,15,15,16,15,18,18,19,17,18,18,18,18,18,18,18,18,18,18,18,18,15,15,16,15,15,18,18,19,18,18,15,15,16,15,20,21,15
Application_420599570;4,5,6,6,7,8,7,7,7,7,9,10,11,10,11,12,12,7,13,13,14,13,13,13,25,24,24,13
Application_2045954559;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_2076314524;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,18,15,15,16,15,15,15,18,18,19,18,18,18,20,21,18
Application_1597735097;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,18,18,15,15,16,15,20,21,15
Application_923730558;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_1104697616;4,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,13,13,15,15,16,17,15,15,15,15,20,21,15
Application_207339253;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,18,18,19,18,18,18,22,23,18
Application_1920062674;4,5,6,6,7,8,7,9,10,11,7,7,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,18,18,19,18,18,18,20,21,18
Application_1785650204;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,10,11,12,24,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,15,15,16,15,15,15,15,15,15,15,18,18,19,18,18,18,18,18,18,18,18,15,15,16,15,15,15,15,18,18,19,18,18,18,20,21,18
Application_1293120092;4,5,6,6,6,7,7,8,7,9,10,11,12,7,13,13,14,13,13,13,24,25,13
Application_1284230014;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,20,21,18
Application_926052296;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_568127104;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,20,21,15
Application_522420767;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,15,18,18,19,17,18,18,18,18,18,18,18,18,18,18,15,15,16,15,15,15,15,15,15,15,18,18,19,18,18,18,20,21,18
Application_564834372;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,15,18,18,19,18,18,18,20,21,18
Application_1920137077;4,5,6,6,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_1469334320;4,5,6,6,7,8,7,7,7,7,7,7,7,7,9,10,11,10,11,12,12,7,13,13,14,13,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,20,21,18,24
Application_74864529;4,5,6,6,7,8,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,18,15,15,16,15,22,23,15
Application_2008203162;4,5,6,6,7,8,7,7,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,22,23,15
Application_1291971664;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_1607880476;4,7,7,8,9,10,11,10,11,12,12,7,13,13,14,13,24,24,10,11,12,13,13,10,11,26,13,15,15,16,17,15,15,15,15,18,18,19,18,18,15,15,16,15,15,15,15,18,18,19,18,18,25,24,24,18
Application_1919805494;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,22,23,15
Application_1288647467;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,15,15,16,17,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,20,21,18
Application_920967125;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,10,11,12,13,15,15,16,17,15,17,15,18,18,19,18,18,18,20,21,18,24
Application_1110847631;4,5,6,6,7,8,7,7,7,7,7,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,15,15,15,15,18,18,19,18,18,18,18,18,18,15,15,16,15,15,15,20,21,15
Application_1283651073;4,5,6,6,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,22,23,15
Application_212002191;4,7,7,8,9,10,11,10,11,12,12,7,13,13,14,13,13,13,10,11,12,13,15,15,16,17,15,15,15,15,15,18,18,19,18,18,18,20,21,18,24,24
Application_1918491897;4,5,6,6,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_936279128;4,5,6,6,7,8,7,9,10,11,10,11,12,7,13,13,14,24,13,13,13,25,24,13
Application_1128308263;4,5,6,6,6,7,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,13,22,23,13
Application_905082437;4,5,6,6,6,7,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,25,24,13
Application_2092228035;4,5,6,6,7,8,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,20,21,15
Application_214156122;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,15,15,18,18,19,18,18,18,20,21,18
Application_844831749;4,5,6,6,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,15,15,16,17,15,15,18,18,19,18,10,11,26,18,15,15,16,17,15,15,18,18,19,18,20,21,18,24
Application_528406867;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,15,18,18,19,18,18,18,18,18,18,15,15,16,15,15,15,15,15,15,15,18,18,19,18,18,18,10,11,12,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,22,23,23,18
Application_102977791;4,5,6,6,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,15,15,18,18,19,18,18,18,20,21,18
Application_1607153860;4,5,6,6,6,7,7,8,7,7,7,9,10,11,12,7,13,13,14,13,22,23,13
Application_1160716330;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,10,11,12,13,15,15,16,17,15,15,15,22,23,23,15
Application_717400110;4,7,7,8,9,10,11,12,7,13,13,14,13,13,13,10,11,12,13,15,15,16,17,15,15,18,18,19,18,18,18,18,18,18,15,15,16,15,15,15,20,21,15,24
Application_1471430106;4,7,7,8,9,10,11,10,11,12,12,7,13,13,14,13,13,15,15,16,17,15,15,18,18,19,18,18,18,20,21,18,24
Application_1432791901;4,5,6,6,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,15,15,16,15,20,21,15
Application_175918237;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,22,23,15
Application_365485542;4,5,6,6,7,8,7,9,10,11,10,11,12,12,7,13,13,14,13,13,13,25,24,24,13
Application_540373333;4,7,7,8,9,10,11,12,7,13,13,14,13,13,15,15,16,15,18,18,19,18,18,18,17,18,15,15,16,15,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,20,21,18
Application_359276048;4,8,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,13,13,15,15,16,17,15,15,15,20,21,15
Application_1473625375;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,13,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,20,21,18
Application_1435594188;4,5,6,6,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,20,21,18
Application_1998307400;4,5,6,6,7,8,7,7,9,10,11,12,7,13,13,14,13,13,13,13,13,13,15,15,16,17,15,15,20,21,15
Application_1295538492;4,5,6,6,7,8,7,9,10,11,26,7,13,13,14,10,11,12,13,10,11,12,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,15,15,16,15,15,15,18,18,19,18,18,18,20,21,18,24,24
Application_1203000059;4,5,6,6,7,8,7,9,10,11,12,7,13,13,14,13,10,11,12,13,13,13,15,15,16,17,15,15,18,18,19,18,18,18,18,18,18,15,15,16,15,15,15,15,15,15,20,21,15,24
Application_1302829474;4,5,6,6,6,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,9,7,10,11,12,7,13,13,14,13,13,13,10,11,12,13,15,15,16,17,15,15,18,18,19,18,18,18,18,25,24,24,18
Application_154623800;4,5,6,6,7,8,7,7,7,7,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,15,15,15,18,18,19,18,18,18,18,18,18,18,18,18,18,18,18,25,24,18
Application_1022084723;4,5,6,6,7,8,7,7,7,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,22,23,15
Application_2061784142;4,5,6,6,7,8,9,10,11,12,7,13,13,14,13,13,13,13,15,15,16,17,15,18,18,19,18,18,18,18,15,15,16,15,15,18,18,19,18,18,18,18,18,15,15,16,15,20,21,15
