workgroup,product,servicetype,seriousness2,activity,resource,supportsection,servicelevel,responsiblesection,lifecycle:transition,timestamp,customer,case
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-04-17 14:17:35+00:00,Value 33,Case 1619
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-04-17 14:17:35+00:00,Value 33,Case 1619
Value 1,Value 2,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-06-02 14:20:16+00:00,Value 33,Case 1619
Value 1,Value 2,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-10-04 15:47:43+00:00,Value 93,Case 162
Value 1,Value 2,Value 1,Value 2,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2011-10-07 13:29:10+00:00,Value 93,Case 162
Value 1,Value 2,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2011-10-07 13:30:00+00:00,Value 93,Case 162
Value 1,Value 2,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-11-17 16:52:25+00:00,Value 93,Case 162
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-10-17 15:36:41+00:00,Value 36,Case 1637
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-10-21 09:08:24+00:00,Value 36,Case 1637
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-10-21 09:08:25+00:00,Value 36,Case 1637
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-12-02 16:40:21+00:00,Value 36,Case 1637
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 9,Value 1,Value 2,Value 1,complete,2011-08-19 07:17:30+00:00,Value 9,Case 1643
Value 1,Value 3,Value 1,Value 2,Wait,Value 9,Value 1,Value 2,Value 1,complete,2011-08-19 07:31:26+00:00,Value 9,Case 1643
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-08-26 14:37:31+00:00,Value 9,Case 1643
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-09-24 14:40:31+00:00,Value 9,Case 1643
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-12-21 10:27:32+00:00,Value 22,Case 1645
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-12-21 11:48:10+00:00,Value 22,Case 1645
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-01-21 10:30:30+00:00,Value 22,Case 1645
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2012-01-13 16:36:23+00:00,Value 49,Case 165
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2012-01-13 16:36:49+00:00,Value 49,Case 165
Value 1,Value 1,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-02-26 16:40:38+00:00,Value 49,Case 165
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 9,Value 1,Value 2,Value 1,complete,2013-03-08 17:21:08+00:00,Value 22,Case 1650
Value 1,Value 1,Value 1,Value 2,Create SW anomaly,Value 2,Value 1,Value 2,Value 1,complete,2013-03-25 11:13:38+00:00,Value 22,Case 1650
Value 1,Value 1,Value 1,Value 2,Create SW anomaly,Value 2,Value 1,Value 2,Value 1,complete,2013-03-25 11:13:38+00:00,Value 22,Case 1650
Value 1,Value 1,Value 1,Value 2,Resolve SW anomaly,Value 22,Value 1,Value 2,Value 1,complete,2013-04-03 14:54:23+00:00,Value 22,Case 1650
Value 1,Value 1,Value 1,Value 2,Resolve SW anomaly,Value 22,Value 1,Value 2,Value 1,complete,2013-04-03 14:54:26+00:00,Value 22,Case 1650
Value 1,Value 1,Value 1,Value 2,Require upgrade,Value 2,Value 1,Value 2,Value 1,complete,2013-04-03 14:57:50+00:00,Value 22,Case 1650
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2013-04-03 15:38:24+00:00,Value 22,Case 1650
Value 1,Value 1,Value 1,Value 2,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-04-18 15:38:44+00:00,Value 22,Case 1650
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-09-26 14:01:17+00:00,Value 9,Case 1656
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-09-27 07:52:20+00:00,Value 9,Case 1656
Value 1,Value 2,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-11-11 15:10:19+00:00,Value 9,Case 1656
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 3,Value 1,complete,2012-12-21 08:03:25+00:00,Value 9,Case 1663
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 13,Value 1,Value 3,Value 1,complete,2013-01-08 14:27:44+00:00,Value 9,Case 1663
Value 1,Value 1,Value 1,Value 2,Closed,Value 3,Value 1,Value 3,Value 1,complete,2013-01-23 14:27:56+00:00,Value 9,Case 1663
Value 1,Value 10,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-12-14 08:03:25+00:00,Value 65,Case 1686
Value 1,Value 10,Value 1,Value 1,Resolve ticket,Value 4,Value 1,Value 2,Value 1,complete,2011-12-14 09:12:03+00:00,Value 65,Case 1686
Value 1,Value 10,Value 1,Value 1,Resolve ticket,Value 4,Value 1,Value 2,Value 1,complete,2011-12-14 09:12:04+00:00,Value 65,Case 1686
Value 1,Value 10,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-01-14 08:10:49+00:00,Value 65,Case 1686
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2013-01-28 17:05:44+00:00,Value 79,Case 169
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 4,Value 1,Value 2,Value 1,complete,2013-02-13 09:43:10+00:00,Value 79,Case 169
Value 1,Value 1,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-02-28 09:43:20+00:00,Value 79,Case 169
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-10-04 12:39:51+00:00,Value 29,Case 1715
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-10-04 12:42:42+00:00,Value 29,Case 1715
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-11-19 13:40:26+00:00,Value 29,Case 1715
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-01-16 08:41:16+00:00,Value 92,Case 1717
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 6,Value 1,Value 2,Value 1,complete,2012-01-16 13:58:55+00:00,Value 92,Case 1717
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-02-29 08:50:22+00:00,Value 92,Case 1717
Value 1,Value 15,Value 1,Value 1,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2012-01-23 11:15:33+00:00,Value 22,Case 1725
Value 1,Value 15,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2012-01-23 11:15:57+00:00,Value 22,Case 1725
Value 1,Value 15,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-03-09 11:22:21+00:00,Value 22,Case 1725
Value 2,Value 7,Value 1,Value 1,Assign seriousness,Value 18,Value 1,Value 2,Value 1,complete,2013-11-28 17:07:59+00:00,Value 313,Case 1735
Value 2,Value 7,Value 1,Value 1,Require upgrade,Value 1,Value 1,Value 2,Value 1,complete,2013-12-16 16:08:53+00:00,Value 313,Case 1735
Value 2,Value 7,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-12-17 09:28:06+00:00,Value 313,Case 1735
Value 2,Value 7,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-12-17 09:28:07+00:00,Value 313,Case 1735
Value 2,Value 7,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2014-01-01 09:28:25+00:00,Value 313,Case 1735
Value 1,Value 3,Value 1,Value 4,Assign seriousness,Value 9,Value 1,Value 2,Value 1,complete,2011-08-19 08:34:56+00:00,Value 303,Case 1738
Value 1,Value 3,Value 1,Value 4,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-08-22 08:43:24+00:00,Value 303,Case 1738
Value 1,Value 3,Value 1,Value 4,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-10-08 08:41:12+00:00,Value 303,Case 1738
Value 1,Value 3,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 1,Value 1,complete,2012-02-08 09:40:05+00:00,Value 62,Case 1743
Value 1,Value 3,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 1,Value 1,complete,2012-02-08 09:40:28+00:00,Value 62,Case 1743
Value 1,Value 3,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 1,Value 1,complete,2012-02-08 09:40:28+00:00,Value 62,Case 1743
Value 1,Value 3,Value 1,Value 1,Closed,Value 5,Value 1,Value 1,Value 1,complete,2012-03-14 09:52:24+00:00,Value 62,Case 1743
Value 1,Value 7,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-12-19 11:27:42+00:00,Value 308,Case 1764
Value 1,Value 7,Value 1,Value 1,Require upgrade,Value 1,Value 1,Value 2,Value 1,complete,2013-01-04 08:45:17+00:00,Value 308,Case 1764
Value 1,Value 7,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2013-01-04 09:28:11+00:00,Value 308,Case 1764
Value 1,Value 7,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2013-01-04 09:28:12+00:00,Value 308,Case 1764
Value 1,Value 7,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-01-19 09:28:31+00:00,Value 308,Case 1764
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2012-02-14 15:06:51+00:00,Value 121,Case 1778
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2012-02-14 15:07:45+00:00,Value 121,Case 1778
Value 1,Value 1,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-03-29 14:10:38+00:00,Value 121,Case 1778
Value 1,Value 4,Value 1,Value 1,Assign seriousness,Value 9,Value 1,Value 2,Value 1,complete,2011-07-26 08:52:23+00:00,Value 306,Case 1793
Value 1,Value 4,Value 1,Value 1,Resolve ticket,Value 13,Value 1,Value 2,Value 1,complete,2011-07-26 13:32:51+00:00,Value 306,Case 1793
Value 1,Value 4,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-09-10 09:00:40+00:00,Value 306,Case 1793
Value 2,Value 3,Value 2,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-09-29 09:51:55+00:00,Value 67,Case 181
Value 2,Value 3,Value 2,Value 1,Resolve ticket,Value 12,Value 1,Value 2,Value 1,complete,2011-09-30 13:14:19+00:00,Value 67,Case 181
Value 2,Value 3,Value 2,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-11-01 11:00:50+00:00,Value 67,Case 181
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-01-09 16:19:22+00:00,Value 92,Case 1824
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 12,Value 1,Value 2,Value 1,complete,2012-01-10 08:51:08+00:00,Value 92,Case 1824
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 12,Value 1,Value 2,Value 1,complete,2012-01-10 08:51:08+00:00,Value 92,Case 1824
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-03-08 16:20:42+00:00,Value 92,Case 1824
Value 1,Value 20,Value 1,Value 1,Assign seriousness,Value 14,Value 1,Value 2,Value 1,complete,2013-05-06 08:44:50+00:00,Value 283,Case 1843
Value 1,Value 20,Value 1,Value 1,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2013-05-21 10:28:52+00:00,Value 283,Case 1843
Value 1,Value 20,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-05-22 07:24:20+00:00,Value 283,Case 1843
Value 1,Value 20,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-06-06 07:24:40+00:00,Value 283,Case 1843
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2013-01-04 08:53:47+00:00,Value 46,Case 1858
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-01-24 10:11:30+00:00,Value 46,Case 1858
Value 1,Value 1,Value 1,Value 2,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-02-08 10:11:49+00:00,Value 46,Case 1858
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 4,Value 1,Value 2,Value 1,complete,2011-11-16 10:52:43+00:00,Value 35,Case 1893
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 4,Value 1,Value 2,Value 1,complete,2011-11-16 14:43:45+00:00,Value 35,Case 1893
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-12-30 11:00:28+00:00,Value 35,Case 1893
Value 1,Value 2,Value 1,Value 4,Assign seriousness,Value 13,Value 1,Value 2,Value 1,complete,2011-08-05 09:46:14+00:00,Value 320,Case 1917
Value 1,Value 2,Value 1,Value 4,Resolve ticket,Value 13,Value 1,Value 2,Value 1,complete,2011-08-05 09:46:52+00:00,Value 320,Case 1917
Value 1,Value 2,Value 1,Value 4,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-09-09 09:50:27+00:00,Value 320,Case 1917
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2013-01-09 11:39:38+00:00,Value 64,Case 1918
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-02-05 13:58:27+00:00,Value 64,Case 1918
Value 1,Value 1,Value 1,Value 2,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-02-20 13:58:48+00:00,Value 64,Case 1918
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 3,Value 1,complete,2011-12-30 11:22:59+00:00,Value 5,Case 1949
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 3,Value 1,complete,2011-12-30 11:23:29+00:00,Value 5,Case 1949
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 3,Value 1,complete,2011-12-30 11:23:30+00:00,Value 5,Case 1949
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-02-08 11:30:23+00:00,Value 5,Case 1949
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-12-02 15:16:25+00:00,Value 63,Case 1984
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-12-16 11:33:29+00:00,Value 63,Case 1984
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-01-04 15:20:17+00:00,Value 63,Case 1984
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2013-01-29 16:16:13+00:00,Value 59,Case 1987
Value 1,Value 1,Value 1,Value 1,Wait,Value 1,Value 1,Value 2,Value 1,complete,2013-02-14 08:56:00+00:00,Value 59,Case 1987
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2013-02-21 08:47:32+00:00,Value 59,Case 1987
Value 1,Value 1,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-03-08 08:47:51+00:00,Value 59,Case 1987
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-07-09 15:44:06+00:00,Value 120,Case 1994
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-07-10 09:28:23+00:00,Value 120,Case 1994
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-08-09 15:50:41+00:00,Value 120,Case 1994
Value 1,Value 8,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-11-28 08:12:10+00:00,Value 51,Case 2000
Value 1,Value 8,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-11-28 14:55:09+00:00,Value 51,Case 2000
Value 1,Value 8,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-12-29 08:21:09+00:00,Value 51,Case 2000
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 14,Value 1,Value 2,Value 1,complete,2013-05-24 12:29:02+00:00,Value 157,Case 2022
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 14,Value 1,Value 2,Value 1,complete,2013-05-24 12:30:54+00:00,Value 157,Case 2022
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2013-05-24 12:47:27+00:00,Value 157,Case 2022
Value 1,Value 1,Value 1,Value 2,Wait,Value 2,Value 1,Value 2,Value 1,complete,2013-05-24 12:50:05+00:00,Value 157,Case 2022
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-07-04 10:11:17+00:00,Value 157,Case 2022
Value 1,Value 1,Value 1,Value 2,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-07-19 10:11:29+00:00,Value 157,Case 2022
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 13,Value 1,Value 2,Value 1,complete,2012-01-20 16:59:27+00:00,Value 224,Case 2023
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2012-01-20 17:01:24+00:00,Value 224,Case 2023
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2012-01-20 17:01:24+00:00,Value 224,Case 2023
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-02-22 17:00:24+00:00,Value 224,Case 2023
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2013-04-11 14:52:51+00:00,Value 316,Case 2037
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2013-04-29 08:04:23+00:00,Value 316,Case 2037
Value 1,Value 1,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-05-14 08:04:45+00:00,Value 316,Case 2037
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-02-20 16:56:42+00:00,Value 42,Case 2044
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-02-20 16:56:51+00:00,Value 42,Case 2044
Value 1,Value 2,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-03-22 17:00:20+00:00,Value 42,Case 2044
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-01-05 11:17:06+00:00,Value 8,Case 2049
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-01-05 15:55:08+00:00,Value 8,Case 2049
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-02-18 11:21:09+00:00,Value 8,Case 2049
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-07-04 07:04:38+00:00,Value 64,Case 2066
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-07-04 07:13:24+00:00,Value 64,Case 2066
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-08-04 07:10:46+00:00,Value 64,Case 2066
Value 1,Value 6,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-12-23 08:04:03+00:00,Value 18,Case 2079
Value 1,Value 6,Value 1,Value 1,Wait,Value 2,Value 1,Value 2,Value 1,complete,2012-01-05 15:03:06+00:00,Value 18,Case 2079
Value 1,Value 6,Value 1,Value 1,Wait,Value 2,Value 1,Value 2,Value 1,complete,2012-01-05 15:03:07+00:00,Value 18,Case 2079
Value 1,Value 6,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2012-01-05 15:09:49+00:00,Value 18,Case 2079
Value 1,Value 6,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-02-09 08:10:45+00:00,Value 18,Case 2079
Value 1,Value 3,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 3,Value 1,complete,2011-10-17 10:49:36+00:00,Value 94,Case 2109
Value 1,Value 3,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 3,Value 1,complete,2011-10-18 09:03:59+00:00,Value 94,Case 2109
Value 1,Value 3,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 3,Value 1,complete,2011-10-18 09:04:00+00:00,Value 94,Case 2109
Value 1,Value 3,Value 1,Value 1,Closed,Value 5,Value 1,Value 3,Value 1,complete,2011-11-24 11:50:24+00:00,Value 94,Case 2109
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 13,Value 1,Value 3,Value 1,complete,2012-08-02 10:02:57+00:00,Value 13,Case 211
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 13,Value 1,Value 3,Value 1,complete,2012-08-03 12:56:13+00:00,Value 13,Case 211
Value 1,Value 1,Value 1,Value 2,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-09-08 10:10:31+00:00,Value 13,Case 211
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2012-07-25 09:42:11+00:00,Value 1,Case 2124
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2012-07-25 09:44:03+00:00,Value 1,Case 2124
Value 1,Value 1,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-09-07 09:50:29+00:00,Value 1,Case 2124
Value 2,Value 3,Value 2,Value 1,Assign seriousness,Value 13,Value 1,Value 2,Value 1,complete,2011-07-19 10:43:29+00:00,Value 92,Case 213
Value 2,Value 3,Value 2,Value 1,Resolve ticket,Value 6,Value 1,Value 2,Value 1,complete,2011-07-27 08:19:08+00:00,Value 92,Case 213
Value 2,Value 3,Value 2,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-08-19 10:50:42+00:00,Value 92,Case 213
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-09-22 09:29:01+00:00,Value 14,Case 2154
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-09-26 08:02:43+00:00,Value 14,Case 2154
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-09-26 08:02:43+00:00,Value 14,Case 2154
Value 1,Value 2,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-10-25 09:31:08+00:00,Value 14,Case 2154
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 1,Value 1,complete,2013-04-04 15:41:03+00:00,Value 62,Case 2157
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 1,Value 1,Value 1,Value 1,complete,2013-05-02 08:11:19+00:00,Value 62,Case 2157
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 1,Value 1,Value 1,Value 1,complete,2013-05-02 08:11:19+00:00,Value 62,Case 2157
Value 1,Value 1,Value 1,Value 2,Closed,Value 3,Value 1,Value 1,Value 1,complete,2013-05-17 08:11:40+00:00,Value 62,Case 2157
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 14,Value 1,Value 1,Value 1,complete,2013-04-30 09:25:09+00:00,Value 62,Case 2177
Value 1,Value 1,Value 1,Value 1,Wait,Value 1,Value 1,Value 1,Value 1,complete,2013-05-02 13:40:25+00:00,Value 62,Case 2177
Value 1,Value 1,Value 1,Value 1,Wait,Value 1,Value 1,Value 1,Value 1,complete,2013-05-02 13:40:26+00:00,Value 62,Case 2177
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 1,Value 1,complete,2013-06-03 07:54:32+00:00,Value 62,Case 2177
Value 1,Value 1,Value 1,Value 1,Closed,Value 3,Value 1,Value 1,Value 1,complete,2013-06-18 07:54:48+00:00,Value 62,Case 2177
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-10-05 14:48:52+00:00,Value 103,Case 2178
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-10-05 14:49:14+00:00,Value 103,Case 2178
Value 1,Value 2,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-11-05 15:51:07+00:00,Value 103,Case 2178
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-06-29 07:56:26+00:00,Value 329,Case 2194
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 15,Value 1,Value 2,Value 1,complete,2012-06-29 13:10:20+00:00,Value 329,Case 2194
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-08-02 08:12:45+00:00,Value 329,Case 2194
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 13,Value 1,Value 2,Value 1,complete,2011-08-02 08:18:36+00:00,Value 43,Case 2212
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 13,Value 1,Value 2,Value 1,complete,2011-08-02 08:19:29+00:00,Value 43,Case 2212
Value 1,Value 2,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-09-02 08:21:17+00:00,Value 43,Case 2212
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 2,Value 1,Value 3,Value 1,complete,2012-02-01 11:34:03+00:00,Value 115,Case 222
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 3,Value 1,complete,2012-02-01 11:35:16+00:00,Value 115,Case 222
Value 1,Value 1,Value 1,Value 2,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-03-09 11:40:26+00:00,Value 115,Case 222
