trace_id;activity_ids
207266;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,9,20,11,12,13,13,13,13,13,13,13,20,9,11,12,13,13,13,13,13,13,13,14,15,13,15,26,15,26,26,26,26,26,26,26,26,26,26,26,9,20,11,12,26,26,26,9,20,11,12,26,26,26,26,26,23,20,26
207269;4,5,22
207272;4,5,22
207275;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,14,15,13,15,15,15,15,15,15,15,17,18,16,19,15
207278;4,5,6,7,7,8,10,9,11,12,13,7,13,14,15,13,15,17,18,16,19,15
207281;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,13,13,14,15,13,15,26,15,26,26,26,15,26,15,26,15,26,20,9,11,12,26,26,26,26,26,26,26,20,9,11,12,26,26,26,26,26,26,26,14,15,26,15,17,18,19,16,15
207284;4,5,6,7,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,14,15,13,15,15,15,26,15,26,26,26,26,26,26,26,15,26,15,19,16,18,17,15
207287;4,5,22
207290;4,5,22
207293;4,5,22
207296;4,5,22
207299;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,22,7
207302;4,5,6,7,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,14,15,13,15,15,15,26,15,26,15,26,15,15,15,18,16,19,17,15
207319;4,5,6,7,7,23,7
207322;4,5,22
207325;4,5,22
207328;4,5,6,7,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,14,15,13,15,16,19,17,18,15
207331;4,5,22
207334;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,23,20,13
207337;4,5,24,24,22,24
207340;4,5,6,7,7,7,7,7,7,23,7
207359;4,5,24,24,24,24,24,24,24,24,24,24,24,24,6,7,24,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,14,15,13,15,22,25,15
207362;4,5,24,24,6,7,24,7,22,7
207365;4,5,24,24,6,7,24,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,22,7
207368;4,5,24,24,6,7,24,7,22,7
207371;4,5,22
207374;4,5,24,24,24,24,22,24
207377;4,5,24,24,6,7,24,7,8,9,10,11,12,13,7,13,13,13,13,13,14,15,13,15,26,15,26,26,26,26,26,18,17,16,19,26
207380;4,5,6,7,7,7,7,7,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,20,9,11,12,13,13,13,13,13,13,13,14,15,13,15,26,15,26,20,23,26
207383;4,5,22
207386;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23
207389;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,15,13
207392;4,5,6,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,14,15,13,15,18,17,19,16,15
207395;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23
207398;4,5,24,24,22,24
207401;4,5,24,24,22,24
207404;4,5,24,24,22,24
207407;4,5,6,7,7,7,7,7,7,8,10,9,11,12,13,7,13,9,20,11,12,13,13,13,13,13,14,15,13,15,26,15,26,25,22,26
207410;4,5,24,24,22,24
207413;4,5,6,7,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,14,15,13,15,26,15,26,15,26,15,15,15,20,9,11,12,26,15,26,26,26,26,26,26,26,14,15,26,15,17,18,19,16,15
207416;4,5,24,24,22,24
207419;4,5,24,24,22,24
207422;4,5,22
207425;4,5,22
207428;4,5,22
207431;4,5,6,7,7,22,7
207434;4,5,6,7,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,20,9,11,12,13,13,13,13
207437;4,5,22
207440;4,5,6,7,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,9,20,11,12,13,13,13,13,13,14,15,13,15,17,18,16,19,15
207443;4,5,22
207446;4,5,22
207449;4,5,24,24,6,7,24,7,7,7,7,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,14,15,13,15,26,15,26,26,26,26,26,15,26,15,18,16,17,19,15
207452;4,5,24,24,22,24
207455;4,5,24,24,6,7,24,7,7,7,22,7
207458;4,5,24,24,24,24,6,7,24,7,22,7
207461;4,5,6,7,7,8,10,9,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,13,13,14,15,13,15,9,20,11,12,26,15,26,18,19,17,16,26
207464;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,23,20,13
207467;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,20,23
207470;4,5,6,7,7,8,9,10,11,12,13,7,13,9,20,11,12,13,13,13,13,13,13,13,13,13,14,15,13,15,22,25,15
207473;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,7
207476;4,5,6,7,7,7,7,23,7
207479;4,5,22
207482;4,5,24,24,6,7,24,7,8,10,9,11,12,13,7,13,13,13,13,13,14,15,13,15,26,15,26,26,26,26,26,26,26,26,26,26,26,26,26,15,26,15,19,17,18,16,15
207485;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,23,20,13
207488;4,5,6,7,7,8,9,10,11,12,13,7,13,23,20,13
207491;4,5,22
207494;4,5,22
207497;4,5,22
207500;4,5,24,24,6,7,24,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,22,7
207503;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,13,13,23,20,13
207506;4,5,6,7,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,20,9,11,12,13,13,13,13,13,13,13,14,15,13,15,15,15,26,15,26,26,26,26,26,26,26,15,26,15,26,15,26,15,26,15,15,15,15,15,18,17,16,19,15
207509;4,5,24,24,22,24
207512;4,5,22
207515;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,14,15,13,15,15,15,15,15,18,16,19,17,15
207518;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,20,23,13
207521;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23
207524;4,5,22
207527;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,23,20
207530;4,5,22
207533;4,5,22
207536;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23
207539;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,13,13,14,15,13,15,25,22,15
207542;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,20,23,13
207545;4,5,6,7,7,7,7,22,7
207548;4,5,24,24,22,24
207551;4,5,22
207554;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,7
207557;4,5,22
207560;4,5,6,7,7,8,10,9,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,13,13,13,13,20,23,13
207563;4,5,24,24,22,24
207566;4,5,24,24,24,24,22,24
207569;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,7
207572;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,13,13,20,23,13
207575;4,5,24,24,22,24
207578;4,5,22
207581;4,5,22
207584;4,5,22
207587;4,5,22
207590;4,5,24,24,22,24
207593;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,14,15,13,15,15,15,26,15,26,26,26,26,26,15,26,15,25,22,15
207596;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23
207599;4,5,6,7,7,8,9,10,11,12,13,7,13,14,15,13,15,17,18,19,16,15
207602;4,5,22
207605;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,20,9,11,12,13,13,13,9,20,11,12,13,13,13,13,13,13,13,13,13,13,13,14,15,13,15,15,15,26,15,26,26,26,26,26,26,26,26,26,26,26,15,26,15,26,15,26,26,26,15,26,15,20,9,11,12,26,15,26,18,17,16,19,26
207608;4,5,22
207611;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,14,15,13,15,26,15,26,26,26,26,26,15,26,15,15,15,15,15,17,19,16,18,15
207614;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,14,15,13,15,17,18,19,16,15
207617;4,5,22
207620;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,7
207623;4,5,22
207626;4,5,22
207629;4,5,22
207632;4,5,24,24,24,24,24,24,24,24,6,7,24,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,13,13,23,20
207635;4,5,22
207638;4,5,22
207641;4,5,6,7,7,7,7,7,7,8,9,10,11,12,13,7,13,20,23,13
207644;4,5,22
207647;4,5,22
207650;4,5,22
207653;4,5,22
207656;4,5,22
207659;4,5,22
207662;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,20,9,11,12,13,13,13,13,13,14,15,13,15,22,25,15
207665;4,5,6,7,7,7,7,22,7
207668;4,5,22
207671;4,5,22
207674;4,5,24,24,6,7,24,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,20,23
207677;4,5,24,24,22,24
207680;4,5,24,24,24,24,24,24,24,24,22,24
207683;4,5,24,24,22,24
207686;4,5,24,24,22,24
207689;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,7
207699;4,5,24,24,22,24
207702;4,5,6,7,7,7,7,8,10,9,11,12,13,7,13,13,13,22,25,13
207705;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23
207708;4,5,24,24,24,24,6,7,24,7,8,9,10,11,12,13,7,13,13,13,20,9,11,12,13,13,13,20,9,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,23,20,13
207711;4,5,24,24,6,7,24,7,8,10,9,11,12,13,7,13,13,13,14,15,13,15,22,25,15
207714;4,5,24,24,24,24,22,24
207717;4,5,24,24,6,7,24,7,7,7,8,9,10,11,12,13,7,13,14,15,13,15,25,22,15
207720;4,5,22
207723;4,5,22
207726;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,23,20
207729;4,5,6,7,7,7,7,7,7,22,7
207732;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,23,20,13
207735;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,20,23,13
207738;4,5,22
207741;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,20,23
207744;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,23,7
207747;4,5,24,24,6,7,24,7,7,7,22,7
207750;4,5,22
207753;4,5,24,24,6,7,24,7,8,9,10,11,12,13,7,13,13,13,23,20,13
207756;4,5,6,7,7,7,7,7,7,7,7,7,7,22,7
207759;4,5,6,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,13,13,14,15,13,15,15,15,26,15,26,26,26,26,26,15,26,15,26,15,26,26,26,26,26,26,26,26,26,26,26,15,26,15,25,22,15
207762;4,5,24,24,22,24
207765;4,5,6,7,7,7,7,7,7,7,7,7,7,22,7
207768;4,5,6,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,23,20
207771;4,5,22
207774;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,7
207777;4,5,6,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,20,9,11,12,13,13,13,13,13,13
207780;4,5,24,24,6,7,24,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,14,15,13,15,26,15,26,26,26,26,26,26,26,26,26,26,26,26,26,15,26,15,15,15,18,17,19,16,15
207783;4,5,6,7,7,8,10,9,11,12,13,7,13,14,15,13,15,26,15,26,26,26,15,26,15,26,15,26,26,26,15,26,15,15,15,17,18,19,16,15
207786;4,5,6,7,7,7,7,7,7,7,7,22,7
207789;4,5,24,24,22,24
207792;4,5,6,7,7,7,7,7,7,8,10,9,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,23,20
207795;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,13,13,14,15,13,15,26,15,26,26,26,26,26,26,26,26,26,26,26,9,20,11,12,26,26,26,26,26,26,26,26,26,20,23,26
207798;4,5,24,24,24,24,6,7,24,7,8,9,10,11,12,13,7,13,23,20,13
207801;4,5,24,24,22,24
207804;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23
207807;4,5,22
207810;4,5,6,7,7,7,7,7,7,8,7,7,10,9,11,12,13,7,13,13,13,20,9,11,12,13,13,13,13,13,13,13,13,13,13,13,14,15,13,15,15,15,15,15,26,15,26,26,26,26,26,26,26,26,26,25,22,26
207813;4,5,24,24,24,24,24,24,22,24
207816;4,5,24,24,24,24,22,24
207819;4,5,24,24,22,24
207822;4,5,24,24,22,24
207825;4,5,24,24,24,24,6,7,24,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,14,15,13,15,18,17,16,19,15
207828;4,5,22
207831;4,5,24,24,6,7,24,7,7,7,8,9,10,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,20,23,13
207834;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,7
207837;4,5,24,24,24,24,6,7,24,7,22,7
207840;4,5,24,24,6,7,24,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23
207843;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,13,13,14,15,13,15,26,15,26,26,26,26,26,26,26,26,26,26,26,15,26,15,15,15,26,15,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,15,26,15,26,15,26,26,26,15,26,15,18,17,16,19,15
207846;4,5,22
207849;4,5,22
207852;4,5,6,7,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,14,15,13,15,17,18,16,19,15
207855;4,5,24,24,22,24
207858;4,5,22
207861;4,5,24,24,22,24
207864;4,5,24,24,6,7,24,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,20,23,13
207867;4,5,24,24,24,24,6,7,24,7,7,7,8,9,10,11,12,13,7,13,13,13,20,9,11,12,13,13,13,14,15,13,15,22,25,15
207870;4,5,6,7,7,8,9,10,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,20,9,11,12,13,13,13,22,25,13
207873;4,5,6,7,7,7,7,7,7,8,9,10,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,23,20,13
207876;4,5,24,24,22,24
207879;4,5,6,7,7,7,7,7,7,7,7,23,7
207882;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,25,22,13
207885;4,5,24,24,22,24
207888;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23
207891;4,5,24,24,22,24
207894;4,5,6,7,7,8,10,9,11,12,13,7,13,9,20,11,12,13,13,13,13,13,13,13,13,13,14,15,13,15,26,15,26,26,26,26,26,15,26,15,26,15,26,26,26,15,26,15,15,15,9,20,11,12,26,15,26,16,18,19,17,26
207897;4,5,24,24,22,24
207900;4,5,22
207903;4,5,22
207906;4,5,24,24,22,24
207909;4,5,6,7,7,23,7
207912;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,20,9,11,12,13,13,13,13,13,14,15,13,15,26,15,26,26,26,15,26,15,18,16,17,19,15
207915;4,5,24,24,22,24
207918;4,5,22
207921;4,5,24,24,22,24
207924;4,5,22
207927;4,5,22
207930;4,5,22
207933;4,5,22
207936;4,5,22
207939;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,20,9,11,12,13,13,13,13,13,13
207942;4,5,22
207945;4,5,24,24,24,24,6,7,24,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,20,23,13
207948;4,5,22
207951;4,5,22
207954;4,5,22
207957;4,5,24,24,22,24
207960;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23
207963;4,5,24,24,6,7,24,7,7,7,7,7,7,7,7,7,7,7,22,7
207966;4,5,6,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,23,20
207969;4,5,24,24,6,7,24,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,23,20
207972;4,5,22
207975;4,5,6,7,7,23,7
207978;4,5,6,7,7,7,7,8,23,7
207981;4,5,24,24,24,24,6,7,24,7,22,7
207984;4,5,24,24,6,7,24,7,7,7,23,7
207987;4,5,24,24,6,7,24,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23
207990;4,5,22
207993;4,5,6,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,14,15,13,15,22,25,15
207996;4,5,24,24,22,24
207999;4,5,24,24,22,24
208002;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,23,20,13
208019;4,5,22
208022;4,5,24,24,6,7,24,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,20,23
208025;4,5,24,24,6,7,24,7,7,7,7,7,7,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,20,23
208028;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,14,15,13,15,26,15,26,26,26,26,26,26,26,15,26,15,15,15,19,16,17,18,15
208031;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,14,15,13,15,15,15,15,15,15,15,26,15,26,26,26,26,26,20,23,26
208034;4,5,6,7,7,8,9,10,11,12,13,7,13,14,15,13,15,22,25,15
208037;4,5,22
208040;4,5,24,24,6,7,24,7,7,7,22,7
208043;4,5,6,7,7,22,7
208046;4,5,24,24,6,7,24,7,7,7,22,7
208049;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,20,23,13
208052;4,5,6,7,7,8,9,10,11,12,13,7,13,14,15,13,15,26,15,26,26,26,26,26,26,26,26,26,26,26,15,26,15,26,15,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,20,9,11,12,26,26,26,26,26,26,26,26,26,26,26,26,26,14,15,26,15,18,17,16,19,15
208055;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,14,15,13,15,26,15,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,22,26
208058;4,5,6,7,7,7,7,7,7,7,7,23,7
208061;4,5,24,24,22,24
208064;4,5,6,7,7,7,7,7,7,8,7,7,7,7,9,10,11,12,13,7,13,9,20,11,12,13,13,13,9,20,11,12,13,13,13,20,9,11,12,13,13,13,13,13,13,13,13,13,20,23,13
208067;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,13,13,14,15,13,15,15,15,17,18,19,16,15
208070;4,5,6,7,7,8,9,10,11,12,13,7,13,23,20,13
208073;4,5,22
208076;4,5,22
208079;4,5,6,7,7,7,7,7,7,23,7
208082;4,5,6,7,7,22,7
208085;4,5,24,24,22,24
208088;4,5,22
208091;4,5,22
208094;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,22,25,13
208097;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13
208100;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
208103;4,5,24,24,6,7,24,7,7,7,7,7,7,7,8,9,10,11,12,13,7,13,20,9,11,12,13,13,13,20,9,11,12,13,13,13,13,13,13,13,13,13,13,13,14,15,13,15,15,15,17,18,16,19,15
208106;4,5,22
208109;4,5,22
208112;4,5,22
208115;4,5,22
208118;4,5,24,24,6,7,24,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,14,15,13,15,15,15,15,15,26,15,26,26,26,26,26,26,26,26,26,26,26,26,26,15,26,15,15,15,15,15,18,16,17,19,15
208121;4,5,6,7,7,7,7,22,7
208124;4,5,24,24,6,7,24,7,8,9,10,11,12,13,7,13,13,13,13,13,20,9,11,12,13,13,13,14,15,13,15,15,15,15,15,26,15,26,26,26,26,26,26,26,26,26,20,9,11,12,26,26,26,26,26,26,26,26,26,26,26,14,15,26,15,15,15,26,15,26,26,26,26,26,15,26,15,18,17,16,19,15
208127;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,9,20,11,12,13,13,13,13,13,14,15,13,15,26,15,26,26,26,15,26,15,18,19,17,16,15
208130;4,5,6,7,7,7,7,22,7
208133;4,5,24,24,22,24
208136;4,5,24,24,24,24,24,24,24,24,6,7,24,7,7,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,15,13,15,15,15,22,25,15
208139;4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,14,15,13,15,26,15,26,26,26,26,26,26,26,15,26,15,15,15,15,15,18,16,17,19,15
208142;4,5,22
208145;4,5,22
208148;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,22,25,13
208151;4,5,22
208154;4,5,24,24,22,24
208157;4,5,6,7,7,7,7,7,7,8,9,10,11,12,13,7,13,14,15,13,15,26,15,26,26,26,15,26,15,15,15,18,19,16,17,15
208160;4,5,22
208163;4,5,22
208166;4,5,24,24,6,7,24,7,7,7,7,7,7,7,7,7,22,7
208169;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,13,13,14,15,13,15,15,15,15,15,15,15,15,15,26,15,26,26,26,15,26,15,18,16,17,19,15
208172;4,5,24,24,6,7,24,7,8,10,9,11,12,13,7,13,9,20,11,12,13,13,13,13,13,13,13,13,13,14,15,13,15,26,15,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,15,26,15,15,15,18,16,17,19,15
208175;4,5,24,24,22,24
208178;4,5,22
208181;4,5,6,7,7,7,7,7,7,7,7,8,9,10,11,12,13,7,13,9,20,11,12,13,13,13,13,13,13,13,14,15,13,15,16,18,19,17,15
208184;4,5,6,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,14,15,13,15,9,20,11,12,26,15,26,26,26,26,26,14,15,26,15,15,15,26,15,26,26,26,26,26,26,26,26,26,26,26,15,26,15,15,15,15,15,15,15,15,15,18,19,16,17,15
208187;4,5,24,24,6,7,24,7,7,7,23,7
208190;4,5,24,24,24,24,24,24,24,24,6,7,24,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,14,15,13,15,17,18,19,16,15
208193;4,5,24,24,6,7,24,7,7,7,22,7
208196;4,5,24,24,6,7,24,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,10,9,11,12,13,7,13,14,15,13,15,26,15,26,26,26,26,26,26,26,26,26,26,26,15,26,15,15,15,26,15,26,26,26,9,20,11,12,26,26,26,26,26,26,26,16,18,17,19,26
208199;4,5,24,24,22,24
208202;4,5,22
208205;4,5,22
208208;4,5,6,7,7,22,7
208211;4,5,22
208214;4,5,6,7,7,7,7,7,7,7,7,7,7,8,23,7
208217;4,5,24,24,6,7,24,7,22,7
208220;4,5,22
208223;4,5,22
208226;4,5,6,7,7,7,7,7,7,22,7
208229;4,5,6,7,7,7,7,8,9,10,11,12,13,7,13,13,13,14,15,13,15,26,15,26,26,26,26,26,26,26,26,26,26,26,26,26,15,26,15,26,15,26,26,26,26,26,26,26,26,26,18,19,16,17,26
208232;4,5,24,24,6,7,24,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,22,7
208235;4,5,6,7,7,7,7,23,7
208238;4,5,22
208241;4,5,24,24,6,7,24,7,8,10,9,11,12,13,7,13,13,13,13,13,14,15,13,15,26,15,26,26,26,26,26,26,26,15,26,15,15,15,15,15,22,25,15
208244;4,5,6,7,7,7,7,7,7,8,9,10,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,15,13,15,15,15,26,15,26,26,26,26,26,26,26,15,26,15,9,20,11,12,26,15,26,18,16,17,19,26
208247;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,14,15,13,15,15,15,17,16,18,19,15
208250;4,5,24,24,6,7,24,7,7,7,7,7,7,7,7,7,7,7,22,7
208253;4,5,24,24,6,7,24,7,7,7,8,9,10,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,25,22,13
208256;4,5,24,24,22,24
208259;4,5,24,24,24,24,6,7,24,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,9,20,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
208262;4,5,22
208265;4,5,22
208268;4,5,24,24,22,24
208271;4,5,24,24,22,24
208274;4,5,24,24,22,24
208277;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,13,13,14,15,13,15,9,20,11,12,26,15,26,26,26,26,26,26,26,26,26,14,15,26,15,17,16,18,19,15
208280;4,5,24,24,24,24,6,7,24,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23
208283;4,5,6,7,7,8,9,10,11,12,13,7,13,13,13,20,23,13
208286;4,5,6,7,7,7,7,7,7,7,7,7,7,8,10,9,11,12,13,7,13,13,13,13,13,13,13,23,20,13
208289;4,5,6,7,7,8,10,9,11,12,13,7,13,20,9,11,12,13,13,13,13,13,13,13,22,25,13
208292;4,5,24,24,22,24
208295;4,5,22
208298;4,5,6,7,7,7,7,7,7,7,7,22,7
208301;4,5,22
208304;4,5,24,24,22,24
208307;4,5,24,24,24,24,22,24
208310;4,5,24,24,6,7,24,7,7,7,7,7,8,9,10,11,12,13,7,13,13,13,13,13,13,13,14,15,13,15,15,15,15,15,15,15,26,15,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,23,20,26
208313;4,5,6,7,7,8,7,7,7,7,7,7,7,7,7,7,23,7
208316;4,5,6,7,7,7,7,7,7,7,7,23,7
208319;4,5,24,24,24,24,22,24
208322;4,5,24,24,22,24
208325;4,5,22
208328;4,5,6,7,7,7,7,22,7
208331;4,5,24,24,22,24
208334;4,5,22
